iteration, fitness, path
0, 26.0, "0;4;2;1;3"
1, 26.0, "0;4;2;1;3"
2, 26.0, "0;4;2;1;3"
3, 26.0, "0;4;2;1;3"
4, 26.0, "0;4;2;1;3"
5, 26.0, "0;4;2;1;3"
6, 26.0, "0;4;2;1;3"
7, 26.0, "0;4;2;1;3"
8, 26.0, "0;4;2;1;3"
9, 26.0, "0;4;2;1;3"
10, 26.0, "0;4;2;1;3"
11, 26.0, "0;4;2;1;3"
12, 26.0, "0;4;2;1;3"
13, 26.0, "0;4;2;1;3"
14, 26.0, "0;4;2;1;3"
15, 26.0, "0;4;2;1;3"
16, 26.0, "0;4;2;1;3"
17, 26.0, "0;4;2;1;3"
18, 26.0, "0;4;2;1;3"
19, 26.0, "0;4;2;1;3"
20, 26.0, "0;4;2;1;3"
21, 26.0, "0;4;2;1;3"
22, 26.0, "0;4;2;1;3"
23, 26.0, "0;4;2;1;3"
24, 26.0, "0;4;2;1;3"
25, 26.0, "0;4;2;1;3"
26, 26.0, "0;4;2;1;3"
27, 26.0, "0;4;2;1;3"
28, 26.0, "0;4;2;1;3"
29, 26.0, "0;4;2;1;3"
30, 26.0, "0;4;2;1;3"
31, 26.0, "0;4;2;1;3"
32, 26.0, "0;4;2;1;3"
33, 26.0, "0;4;2;1;3"
34, 26.0, "0;4;2;1;3"
35, 26.0, "0;4;2;1;3"
36, 26.0, "0;4;2;1;3"
37, 26.0, "0;4;2;1;3"
38, 26.0, "0;4;2;1;3"
39, 26.0, "0;4;2;1;3"
40, 26.0, "0;4;2;1;3"
41, 26.0, "0;4;2;1;3"
42, 26.0, "0;4;2;1;3"
43, 26.0, "0;4;2;1;3"
44, 26.0, "0;4;2;1;3"
45, 26.0, "0;4;2;1;3"
46, 26.0, "0;4;2;1;3"
47, 26.0, "0;4;2;1;3"
48, 26.0, "0;4;2;1;3"
49, 26.0, "0;4;2;1;3"
50, 26.0, "0;4;2;1;3"
51, 26.0, "0;4;2;1;3"
52, 26.0, "0;4;2;1;3"
53, 26.0, "0;4;2;1;3"
54, 26.0, "0;4;2;1;3"
55, 26.0, "0;4;2;1;3"
56, 26.0, "0;4;2;1;3"
57, 26.0, "0;4;2;1;3"
58, 26.0, "0;4;2;1;3"
59, 26.0, "0;4;2;1;3"
60, 26.0, "0;4;2;1;3"
61, 26.0, "0;4;2;1;3"
62, 26.0, "0;4;2;1;3"
63, 26.0, "0;4;2;1;3"
64, 26.0, "0;4;2;1;3"
65, 26.0, "0;4;2;1;3"
66, 26.0, "0;4;2;1;3"
67, 26.0, "0;4;2;1;3"
68, 26.0, "0;4;2;1;3"
69, 26.0, "0;4;2;1;3"
70, 26.0, "0;4;2;1;3"
71, 26.0, "0;4;2;1;3"
72, 26.0, "0;4;2;1;3"
73, 26.0, "0;4;2;1;3"
74, 26.0, "0;4;2;1;3"
75, 26.0, "0;4;2;1;3"
76, 26.0, "0;4;2;1;3"
77, 26.0, "0;4;2;1;3"
78, 26.0, "0;4;2;1;3"
79, 26.0, "0;4;2;1;3"
80, 26.0, "0;4;2;1;3"
81, 26.0, "0;4;2;1;3"
82, 26.0, "0;4;2;1;3"
83, 26.0, "0;4;2;1;3"
84, 26.0, "0;4;2;1;3"
85, 26.0, "0;4;2;1;3"
86, 26.0, "0;4;2;1;3"
87, 26.0, "0;4;2;1;3"
88, 26.0, "0;4;2;1;3"
89, 26.0, "0;4;2;1;3"
90, 26.0, "0;4;2;1;3"
91, 26.0, "0;4;2;1;3"
92, 26.0, "0;4;2;1;3"
93, 26.0, "0;4;2;1;3"
94, 26.0, "0;4;2;1;3"
95, 26.0, "0;4;2;1;3"
96, 26.0, "0;4;2;1;3"
97, 26.0, "0;4;2;1;3"
98, 26.0, "0;4;2;1;3"
99, 26.0, "0;4;2;1;3"
